Date,Product Name,Ingredient,Quantity Sold,Temperature,Day of Week,Holiday,Promotion
2023-04-17,Turmeric Ginger Cappuccino,Espresso,294,17,Monday,1,0
2023-02-11,Black Eye,Espresso,298,30,Saturday,0,0
2023-12-10,Lemon Green Coffee,Lemon,119,23,Sunday,1,0
2023-08-29,Iced Latte,Ice,132,33,Tuesday,1,1
2023-03-30,Mousse,Eggs,67,20,Thursday,1,1
2023-02-06,Vanilla Latte,Milk,256,23,Monday,0,1
2023-02-21,Pizza,Dough,157,27,Tuesday,1,1
2023-05-14,Pudding,Milk,163,31,Sunday,1,0
2023-03-29,Dark Frappe,Chocolate,157,32,Wednesday,1,1
2023-09-06,Iced Tea Latte,Milk,200,38,Wednesday,1,1
2023-08-21,Elaichi Tea,Cardamom,190,29,Monday,0,0
2023-05-06,Cocoa Fantasy Pastry,Flour,289,36,Saturday,1,0
2023-08-14,Tropical Iceberg,Coconut,139,34,Monday,1,0
2023-09-30,Cookie,Sugar,60,37,Saturday,0,0
2023-01-19,Cupcake,Eggs,239,19,Thursday,1,1
2023-03-02,Brownie,Flour,206,20,Thursday,1,1
2023-07-02,Panini,Ham,263,21,Sunday,0,1
2023-08-29,Iced Latte,Espresso,220,27,Tuesday,1,0
2023-05-03,Watermelon Granita,Ice,235,22,Wednesday,1,0
2023-07-27,Crunchy Frappe,Ice,76,32,Thursday,0,0
2023-05-30,Turmeric Ginger Cappuccino,Espresso,71,39,Tuesday,0,1
2023-05-22,Salad,Tomato,146,28,Monday,1,0
2023-03-03,Mousse,Chocolate,236,32,Friday,0,1
2023-12-13,Croissant,Yeast,238,39,Wednesday,1,0
2023-06-15,Ginger Tea,Ginger,289,16,Thursday,0,0
2023-05-16,Cake,Flour,125,34,Tuesday,0,0
2023-02-26,Tropical Iceberg,Ice,254,20,Sunday,0,1
2023-01-19,Cupcake,Flour,138,16,Thursday,1,1
2023-03-01,Flat White,Milk,61,35,Wednesday,0,1
2023-04-24,Cake,Flour,96,18,Monday,0,0
2023-02-04,Croissant,Flour,89,26,Saturday,0,0
2023-12-28,Donut,Sugar,96,18,Thursday,1,0
2023-02-04,Croissant,Flour,89,26,Saturday,0,0
2023-08-10,Cutlet,Spices,57,23,Thursday,1,0
2023-09-15,Flat White,Espresso,223,38,Friday,1,1
2023-04-29,Cupcake,Flour,229,36,Saturday,0,0
2023-01-22,Muffin,Sugar,172,40,Sunday,0,1
2023-11-02,Macchiato,Milk,193,39,Thursday,1,0
2023-01-08,Popcorn,Butter,289,37,Sunday,1,0
2023-01-07,Red Velvet Cake Shake,Red Velvet Cake,64,21,Saturday,1,0
2023-06-15,Ginger Tea,Tea,145,20,Thursday,1,0
2023-01-03,Iced Latte,Milk,215,31,Tuesday,1,0
2023-09-03,Quiche,Cheese,200,30,Sunday,0,1
2023-07-25,Tropical Iceberg,Coconut,300,38,Tuesday,1,0
2023-06-01,Soup,Stock,170,33,Thursday,1,1
2023-04-17,Turmeric Ginger Cappuccino,Milk,107,36,Monday,0,1
2023-03-25,Burrito,Beans,103,18,Saturday,0,1
2023-02-15,Chocolate Fantasy Cake Shake,Chocolate Cake,133,37,Wednesday,0,0
2023-07-30,Cafe Latte,Milk,179,28,Sunday,1,1
2023-08-02,Ginger Tea,Tea,70,16,Wednesday,0,1
2023-09-27,Pineapple Delight Pastry,Flour,77,28,Wednesday,1,1
2023-12-22,Donut,Eggs,231,31,Friday,0,0
2023-07-11,Peach Iced Tea,Tea,227,19,Tuesday,0,0
2023-07-11,Peach Iced Tea,Tea,227,19,Tuesday,0,0
2023-04-02,Lemon Cake Shake,Lemon Cake,53,40,Sunday,0,1
2023-05-25,Long Black,Coffee,104,29,Thursday,0,1
2023-12-23,Iced Tea Latte,Tea,192,31,Saturday,0,1
2023-01-16,Iced Cappuccino,Ice,63,27,Monday,0,1
2023-11-09,Mango Frappe,Ice,241,33,Thursday,1,1
2023-10-13,Ginger Tea,Tea,99,18,Friday,0,1
2023-04-26,Baguette,Yeast,210,22,Wednesday,1,0
2023-09-19,Cake,Eggs,116,26,Tuesday,0,0
2023-03-22,Scone,Flour,98,16,Wednesday,0,0
2023-08-22,Bagel,Yeast,281,29,Tuesday,0,1
2023-09-19,Cake,Flour,137,20,Tuesday,0,0
2023-05-07,Macchiato,Espresso,190,26,Sunday,0,1
2023-03-08,Eclair,Flour,79,32,Wednesday,1,0
2023-05-05,Flat White,Milk,121,29,Friday,0,0
2023-10-09,Flavoured Ice Cream,Sugar,243,35,Monday,0,0
2023-11-19,Vanilla Cappuccino,Milk,283,21,Sunday,0,1
2023-12-30,Mango Frappe,Milk,172,39,Saturday,0,1
2023-04-27,Panini,Bread,277,28,Thursday,0,0
2023-05-14,Pudding,Milk,163,31,Sunday,1,0
2023-05-22,Salad,Cucumber,77,39,Monday,1,1
2023-07-02,Panini,Ham,263,21,Sunday,0,1
2023-04-15,Hot Tea Latte,Tea,52,38,Saturday,0,0
2023-12-22,Donut,Eggs,231,31,Friday,0,0
2023-12-26,Red Velvet Cake Shake,Milk,91,34,Tuesday,0,1
2023-11-24,Lemon Cake Shake,Lemon Cake,182,25,Friday,1,1
2023-08-12,Peach Iced Tea,Ice,73,19,Saturday,1,1
2023-07-20,Crackling Brownie Pastry,Flour,216,34,Thursday,0,0
2023-08-03,Herbal Tea,Herbs,173,16,Thursday,0,1
2023-03-24,Pineapple Delight Pastry,Butter,166,26,Friday,1,1
2023-12-30,Mango Frappe,Mango,281,20,Saturday,0,0
2023-06-02,Donut,Flour,219,31,Friday,1,1
2023-03-29,Dark Frappe,Coffee,230,16,Wednesday,0,0
2023-11-09,Mango Frappe,Milk,84,31,Thursday,0,1
2023-02-26,Tropical Iceberg,Pineapple,165,36,Sunday,1,1
2023-08-24,Affogato,Ice Cream,225,34,Thursday,1,0
2023-09-06,Iced Tea Latte,Tea,102,22,Wednesday,1,1
2023-11-04,Salad,Cucumber,200,34,Saturday,0,1
2023-05-28,Espresso,Coffee,83,31,Sunday,0,1
2023-01-10,Mousse,Cream,80,31,Tuesday,1,1
2023-05-12,Watermelon Mojito,Watermelon,107,35,Friday,0,1
2023-08-29,Iced Latte,Espresso,220,27,Tuesday,1,0
2023-07-19,Iced Tea Latte,Milk,170,35,Wednesday,1,1
2023-11-21,Tropical Iceberg,Ice,152,22,Tuesday,1,1
2023-09-20,Crunchy Frappe,Ice,83,36,Wednesday,0,0
2023-06-20,Mousse,Chocolate,276,29,Tuesday,0,1
2023-11-30,Donut,Eggs,144,29,Thursday,0,1
2023-01-20,Watermelon Mojito,Watermelon,271,26,Friday,1,1
2023-06-17,Lemon Green Coffee,Lemon,172,38,Saturday,0,1
2023-12-29,Tropical Iceberg,Pineapple,297,28,Friday,0,1
2023-11-25,Espresso,Milk,210,39,Saturday,1,0
2023-05-16,Cake,Flour,125,34,Tuesday,0,0
2023-04-27,Panini,Cheese,291,26,Thursday,0,1
2023-01-12,Cappuccino,Milk,218,21,Thursday,1,0
2023-06-21,Earl Grey Orange Tea,Tea,283,24,Wednesday,0,1
2023-10-26,Salad,Tomato,202,19,Thursday,0,0
2023-08-25,Pasta,Tomato,108,37,Friday,0,1
2023-04-27,Panini,Bread,277,28,Thursday,0,0
2023-01-23,Chocolate Fantasy Cake Shake,Chocolate Cake,168,40,Monday,1,0
2023-09-18,Cake,Sugar,59,17,Monday,1,1
2023-02-20,Filter Coffee,Coffee,85,22,Monday,0,1
2023-03-20,Breve,Milk,206,21,Monday,1,0
2023-04-23,Iced Mocha,Chocolate,122,31,Sunday,0,0
2023-12-02,Macaron,Almond Flour,246,21,Saturday,1,0
2023-05-04,Mousse,Cream,238,32,Thursday,1,0
2023-03-27,Dark Frappe,Chocolate,82,30,Monday,0,0
2023-01-03,Iced Latte,Milk,215,31,Tuesday,1,0
2023-12-08,Tropical Iceberg,Pineapple,282,39,Friday,0,1
2023-04-01,Cappuccino,Milk,191,15,Saturday,0,0
2023-04-30,Soup,Stock,282,29,Sunday,0,0
2023-07-01,Turmeric Ginger Cappuccino,Milk,222,21,Saturday,0,0
2023-01-25,Peach Iced Tea,Peach,240,24,Wednesday,0,1
2023-08-01,Watermelon Mojito,Watermelon,291,32,Tuesday,0,0
2023-02-03,Turmeric Ginger Cappuccino,Milk,117,23,Friday,0,0
2023-03-03,Mousse,Cream,267,38,Friday,1,1
2023-03-04,Peach Iced Tea,Tea,283,35,Saturday,1,0
2023-03-29,Dark Frappe,Chocolate,157,32,Wednesday,1,1
2023-04-09,Elaichi Tea,Cardamom,284,33,Sunday,0,0
2023-10-30,Granola Bar,Honey,225,18,Monday,0,0
2023-09-30,Cookie,Sugar,60,37,Saturday,0,0
2023-01-24,Lemon Green Coffee,Green Tea,169,25,Tuesday,1,1
2023-10-15,Muffin,Flour,65,29,Sunday,0,0
2023-06-18,Espresso,Milk,83,21,Sunday,0,0
2023-06-15,Ginger Tea,Tea,145,20,Thursday,1,0
2023-05-12,Watermelon Mojito,Mint,129,34,Friday,1,1
2023-01-17,Sandwich,Lettuce,248,27,Tuesday,0,0
2023-06-27,Watermelon Mojito,Watermelon,224,27,Tuesday,0,0
2023-04-01,Cappuccino,Foam,206,15,Saturday,1,1
2023-08-21,Elaichi Tea,Tea,95,16,Monday,1,0
2023-09-08,Cake,Eggs,300,16,Friday,0,1
2023-11-27,Affogato,Espresso,120,23,Monday,0,0
2023-07-18,Black Eye,Coffee,220,23,Tuesday,0,1
2023-04-08,Scone,Flour,160,38,Saturday,0,0
2023-11-29,Turmeric Ginger Cappuccino,Milk,280,19,Wednesday,0,0
2023-05-01,Scone,Sugar,102,34,Monday,0,1
2023-03-26,Pudding,Sugar,76,20,Sunday,0,1
2023-04-04,Iced Cappuccino,Milk,131,17,Tuesday,1,0
2023-01-21,Pasta,Cheese,296,20,Saturday,1,0
2023-03-15,Earl Grey Orange Tea,Orange,183,15,Wednesday,1,0
2023-02-26,Tropical Iceberg,Coconut,133,15,Sunday,0,1
2023-05-24,Hot Velvet Coffee,Coffee,218,38,Wednesday,0,0
2023-04-16,Crackling Brownie Pastry,Chocolate,247,26,Sunday,0,0
2023-10-17,Iced Latte,Milk,98,27,Tuesday,1,1
2023-08-09,Masala Tea,Tea,54,27,Wednesday,0,1
2023-06-03,Iced Coffee,Milk,56,18,Saturday,1,0
2023-05-19,Panini,Bread,268,21,Friday,1,0
2023-01-02,Flat White,Espresso,242,26,Monday,0,1
2023-03-21,Cookie,Flour,293,40,Tuesday,0,1
2023-05-18,Gourmet Belgian Cold Chocolate,Chocolate,106,32,Thursday,1,1
2023-11-10,Breve,Espresso,117,15,Friday,1,1
2023-11-17,Pudding,Sugar,123,36,Friday,1,0
2023-01-06,Vanilla Cappuccino,Milk,135,22,Friday,1,0
2023-02-27,Quiche,Cheese,245,16,Monday,1,0
2023-08-30,Espresso,Coffee,82,33,Wednesday,1,1
2023-05-17,Pineapple Delight Pastry,Butter,172,28,Wednesday,0,1
2023-02-09,Iced Latte,Espresso,251,19,Thursday,1,1
2023-01-24,Lemon Green Coffee,Green Tea,169,25,Tuesday,1,1
2023-10-26,Salad,Tomato,202,19,Thursday,0,0
2023-05-17,Pineapple Delight Pastry,Pineapple,227,18,Wednesday,0,0
2023-08-08,Masala Tea,Spices,118,33,Tuesday,0,1
2023-02-03,Turmeric Ginger Cappuccino,Turmeric,271,26,Friday,1,1
2023-05-12,Watermelon Mojito,Mint,129,34,Friday,1,1
2023-09-15,Flat White,Espresso,223,38,Friday,1,1
2023-08-21,Elaichi Tea,Cardamom,190,29,Monday,0,0
2023-09-13,Salad,Tomato,71,35,Wednesday,0,0
2023-07-21,Pineapple Delight Pastry,Flour,131,30,Friday,0,0
2023-06-30,Pineapple Delight Pastry,Pineapple,205,18,Friday,1,1
2023-09-24,Chocolate Fantasy Cake Shake,Milk,289,16,Sunday,0,0
2023-11-12,Cafe Latte,Espresso,121,22,Sunday,0,0
2023-12-11,Donut,Sugar,248,21,Monday,1,0
2023-04-27,Panini,Ham,295,24,Thursday,0,0
2023-06-13,Pizza,Dough,110,16,Tuesday,0,1
2023-10-29,Macaron,Almond Flour,79,29,Sunday,0,1
2023-03-03,Mousse,Cream,267,38,Friday,1,1
2023-06-06,Bagel,Yeast,112,34,Tuesday,1,0
2023-09-27,Pineapple Delight Pastry,Pineapple,186,39,Wednesday,0,0
2023-02-28,Breve,Cream,184,22,Tuesday,0,1
2023-10-09,Flavoured Ice Cream,Milk,88,34,Monday,0,1
2023-08-11,Salad,Tomato,50,39,Friday,1,1
2023-07-08,Crackling Brownie Pastry,Chocolate,225,37,Saturday,1,1
2023-08-22,Bagel,Yeast,281,29,Tuesday,0,1
2023-01-15,Watermelon Granita,Watermelon,182,34,Sunday,1,0
2023-10-29,Macaron,Sugar,166,37,Sunday,0,0
2023-09-18,Cake,Sugar,59,17,Monday,1,1
2023-03-20,Breve,Milk,206,21,Monday,1,0
2023-05-24,Hot Velvet Coffee,Chocolate,137,36,Wednesday,1,0
2023-09-03,Quiche,Cheese,200,30,Sunday,0,1
2023-04-12,Muffin,Flour,207,19,Wednesday,1,0
2023-06-19,Brioche,Eggs,118,16,Monday,0,0
2023-05-23,Pudding,Sugar,77,26,Tuesday,0,1
2023-10-27,Cupcake,Eggs,96,30,Friday,1,1
2023-10-28,Flat White,Milk,90,40,Saturday,1,0
2023-10-31,Cake,Flour,205,24,Tuesday,1,0
2023-04-29,Cupcake,Eggs,122,15,Saturday,0,1
2023-06-06,Bagel,Flour,68,20,Tuesday,1,0
2023-01-11,Salad,Lettuce,223,30,Wednesday,1,0
2023-09-01,Iced Mocha,Milk,274,16,Friday,0,0
2023-12-29,Tropical Iceberg,Ice,168,27,Friday,0,1
2023-01-05,Breve,Cream,76,33,Thursday,0,0
2023-05-04,Mousse,Cream,238,32,Thursday,1,0
2023-02-16,Classic Lemonade,Lemon,219,30,Thursday,1,0
2023-12-03,Pizza,Dough,190,26,Sunday,0,1
2023-04-17,Turmeric Ginger Cappuccino,Ginger,58,22,Monday,0,0
2023-12-20,Iced Cappuccino,Milk,59,22,Wednesday,0,1
2023-01-25,Peach Iced Tea,Peach,240,24,Wednesday,0,1
2023-12-06,Tropical Iceberg,Ice,163,34,Wednesday,1,1
2023-11-17,Pudding,Milk,230,26,Friday,0,0
2023-06-08,Iced Mocha,Espresso,191,18,Thursday,1,0
2023-10-09,Flavoured Ice Cream,Milk,88,34,Monday,0,1
2023-01-16,Iced Cappuccino,Espresso,122,21,Monday,0,1
2023-06-17,Lemon Green Coffee,Lemon,172,38,Saturday,0,1
2023-05-13,Danish,Butter,63,28,Saturday,0,1
2023-08-20,Macchiato,Milk,262,30,Sunday,0,0
2023-06-26,Mango Frappe,Mango,175,27,Monday,0,0
2023-12-12,Sandwich,Lettuce,299,32,Tuesday,0,1
2023-06-19,Brioche,Eggs,118,16,Monday,0,0
2023-10-06,Masala Tea,Spices,261,34,Friday,1,0
2023-07-21,Pineapple Delight Pastry,Butter,129,16,Friday,1,0
2023-08-12,Peach Iced Tea,Ice,73,19,Saturday,1,1
2023-07-06,Gourmet Belgian Cold Chocolate,Ice,190,23,Thursday,0,0
2023-06-06,Bagel,Yeast,112,34,Tuesday,1,0
2023-10-11,Brownie,Flour,110,21,Wednesday,1,0
2023-07-09,Scone,Flour,234,26,Sunday,0,0
2023-09-12,Sandwich,Bread,172,17,Tuesday,0,0
2023-12-11,Donut,Flour,204,30,Monday,0,0
2023-04-14,Mousse,Chocolate,206,24,Friday,0,0
2023-01-27,Cocoa Fantasy Pastry,Flour,104,18,Friday,0,1
2023-05-10,Vienna,Whipped Cream,227,27,Wednesday,0,1
2023-08-17,Watermelon Mojito,Mint,287,28,Thursday,0,0
2023-09-04,Cafe Latte,Espresso,190,38,Monday,0,0
2023-06-18,Espresso,Coffee,200,39,Sunday,0,0
2023-12-06,Tropical Iceberg,Coconut,123,23,Wednesday,0,0
2023-01-01,Breve,Milk,202,38,Sunday,0,0
2023-05-27,Iced Tea Latte,Milk,61,32,Saturday,1,1
2023-07-17,Tropical Iceberg,Pineapple,111,21,Monday,1,1
2023-07-01,Turmeric Ginger Cappuccino,Turmeric,192,36,Saturday,0,0
2023-07-10,Ginger Tea,Tea,285,27,Monday,0,1
2023-12-27,Iced Mocha,Chocolate,147,39,Wednesday,0,1
2023-03-19,Affogato,Espresso,101,32,Sunday,0,0
2023-08-08,Masala Tea,Spices,118,33,Tuesday,0,1
2023-04-06,Cheesecake Shake,Milk,240,40,Thursday,1,0
2023-03-24,Pineapple Delight Pastry,Butter,166,26,Friday,1,1
2023-11-19,Vanilla Cappuccino,Vanilla,69,16,Sunday,1,1
2023-01-23,Chocolate Fantasy Cake Shake,Chocolate Cake,168,40,Monday,1,0
2023-08-27,Red Velvet Cake Shake,Red Velvet Cake,219,37,Sunday,0,1
2023-05-09,Cappuccino,Espresso,76,17,Tuesday,1,1
2023-05-11,Affogato,Espresso,191,23,Thursday,0,0
2023-04-19,Pasta,Cheese,51,40,Wednesday,0,1
2023-07-15,Classic Lemonade,Water,283,24,Saturday,1,0
2023-06-30,Pineapple Delight Pastry,Pineapple,205,18,Friday,1,1
2023-11-08,Tropical Iceberg,Pineapple,166,31,Wednesday,0,1
2023-11-11,Filter Coffee,Coffee,207,21,Saturday,0,1
2023-03-08,Eclair,Flour,79,32,Wednesday,1,0
2023-04-28,Tropical Iceberg,Pineapple,127,35,Friday,1,1
2023-06-12,Flat White,Espresso,190,37,Monday,0,0
2023-02-26,Tropical Iceberg,Coconut,133,15,Sunday,0,1
2023-09-04,Cafe Latte,Espresso,190,38,Monday,0,0
2023-03-30,Mousse,Chocolate,57,21,Thursday,1,1
2023-06-19,Brioche,Flour,135,38,Monday,1,1
2023-01-10,Mousse,Cream,80,31,Tuesday,1,1
2023-12-17,Cookie,Chocolate Chips,81,22,Sunday,1,0
2023-11-25,Espresso,Coffee,221,28,Saturday,1,1
2023-11-26,Tacos,Meat,247,38,Sunday,0,0
2023-04-13,Croissant,Flour,127,32,Thursday,0,1
2023-01-29,Granola Bar,Honey,76,35,Sunday,1,0
2023-10-09,Flavoured Ice Cream,Flavouring,179,18,Monday,1,1
2023-07-06,Gourmet Belgian Cold Chocolate,Chocolate,99,17,Thursday,0,0
2023-06-18,Espresso,Milk,83,21,Sunday,0,0
2023-07-06,Gourmet Belgian Cold Chocolate,Milk,238,24,Thursday,1,0
2023-03-26,Pudding,Sugar,76,20,Sunday,0,1
2023-09-20,Crunchy Frappe,Milk,164,21,Wednesday,1,1
2023-11-22,Elaichi Tea,Tea,165,23,Wednesday,0,0
2023-11-09,Mango Frappe,Ice,241,33,Thursday,1,1
2023-12-24,Red Eye,Milk,294,17,Sunday,0,0
2023-09-23,Flavoured Ice Cream,Sugar,280,38,Saturday,1,0
2023-04-24,Cake,Flour,96,18,Monday,0,0
2023-10-17,Iced Latte,Milk,98,27,Tuesday,1,1
2023-05-08,Popcorn,Corn,114,40,Monday,1,0
2023-12-17,Cookie,Flour,228,24,Sunday,1,0
2023-05-05,Flat White,Espresso,52,23,Friday,1,1
2023-07-04,Red Velvet Cake Shake,Milk,133,21,Tuesday,1,0
2023-05-27,Iced Tea Latte,Ice,127,23,Saturday,0,0
2023-07-20,Crackling Brownie Pastry,Flour,216,34,Thursday,0,0
2023-03-14,Iced Tea Latte,Tea,70,29,Tuesday,0,1
2023-08-01,Watermelon Mojito,Lime,151,19,Tuesday,0,0
2023-12-28,Donut,Sugar,96,18,Thursday,1,0
2023-05-05,Flat White,Espresso,52,23,Friday,1,1
2023-06-20,Mousse,Chocolate,276,29,Tuesday,0,1
2023-12-22,Donut,Flour,55,39,Friday,0,1
2023-05-04,Mousse,Eggs,232,37,Thursday,1,0
2023-08-23,Red Eye,Coffee,243,39,Wednesday,0,1
2023-03-20,Breve,Milk,206,21,Monday,1,0
2023-03-28,Classic Lemonade,Water,250,17,Tuesday,0,1
2023-11-15,Cafe Latte,Espresso,72,23,Wednesday,1,0
2023-06-02,Donut,Eggs,277,38,Friday,0,1
2023-02-06,Vanilla Latte,Vanilla,277,19,Monday,0,1
2023-02-19,Hot Velvet Coffee,Coffee,228,24,Sunday,0,0
2023-04-18,Iced Cappuccino,Espresso,253,19,Tuesday,0,0
2023-03-04,Peach Iced Tea,Peach,164,20,Saturday,1,1
2023-09-02,Affogato,Espresso,105,20,Saturday,1,0
2023-08-28,Bagel,Flour,175,27,Monday,0,0
2023-09-20,Crunchy Frappe,Chocolate,289,24,Wednesday,1,0
2023-02-10,Classic Lemonade,Lemon,164,18,Friday,0,0
2023-08-17,Watermelon Mojito,Lime,196,24,Thursday,0,1
2023-11-18,Cake,Eggs,133,19,Saturday,0,0
2023-04-17,Turmeric Ginger Cappuccino,Turmeric,170,34,Monday,0,1
2023-06-29,Pudding,Milk,89,38,Thursday,0,0
2023-01-07,Red Velvet Cake Shake,Milk,54,35,Saturday,0,0
2023-08-04,Vegan Shake,Banana,240,29,Friday,1,1
2023-09-21,Croissant,Flour,69,27,Thursday,0,1
2023-12-24,Red Eye,Coffee,72,34,Sunday,0,0
2023-08-11,Salad,Cucumber,178,40,Friday,0,0
2023-09-10,Popcorn,Butter,185,33,Sunday,1,0
2023-11-16,Eclair,Flour,263,31,Thursday,1,0
2023-09-09,Pasta,Tomato,266,36,Saturday,1,0
2023-03-19,Affogato,Ice Cream,93,36,Sunday,1,1
2023-03-23,Americano,Water,108,37,Thursday,0,1
2023-07-25,Tropical Iceberg,Pineapple,269,39,Tuesday,1,0
2023-08-24,Affogato,Espresso,222,40,Thursday,0,1
2023-02-04,Croissant,Flour,89,26,Saturday,0,0
2023-09-25,Eclair,Cream,190,28,Monday,1,0
2023-06-17,Lemon Green Coffee,Green Tea,138,19,Saturday,1,1
2023-11-05,Granola Bar,Oats,203,18,Sunday,0,1
2023-07-05,Cookie,Flour,261,24,Wednesday,0,1
2023-07-10,Ginger Tea,Ginger,135,18,Monday,0,1
2023-08-25,Pasta,Tomato,108,37,Friday,0,1
2023-12-01,Cocoa Fantasy Pastry,Flour,70,35,Friday,0,1
2023-09-26,Tropical Iceberg,Ice,226,18,Tuesday,0,0
2023-08-31,Mousse,Chocolate,226,32,Thursday,0,1
2023-01-16,Iced Cappuccino,Milk,257,38,Monday,1,1
2023-05-05,Flat White,Milk,121,29,Friday,0,0
2023-10-28,Flat White,Espresso,126,18,Saturday,1,0
2023-09-15,Flat White,Milk,293,30,Friday,0,0
2023-03-06,Donut,Sugar,235,40,Monday,0,0
2023-12-01,Cocoa Fantasy Pastry,Chocolate,178,34,Friday,1,1
2023-10-18,Black Eye,Espresso,73,27,Wednesday,0,1
2023-08-01,Watermelon Mojito,Mint,270,18,Tuesday,1,0
2023-05-02,Herbal Tea,Herbs,293,40,Tuesday,0,0
2023-05-01,Scone,Sugar,102,34,Monday,0,1
2023-04-22,Ginger Tea,Tea,179,19,Saturday,0,1
2023-12-31,Cake,Sugar,79,16,Sunday,1,0
2023-12-29,Tropical Iceberg,Coconut,66,15,Friday,1,0
2023-09-05,Long Black,Coffee,75,31,Tuesday,1,1
2023-09-04,Cafe Latte,Milk,236,21,Monday,0,0
2023-05-29,Filter Coffee,Coffee,245,31,Monday,0,1
2023-11-09,Mango Frappe,Milk,84,31,Thursday,0,1
2023-01-22,Muffin,Eggs,62,19,Sunday,1,1
2023-05-16,Cake,Eggs,293,23,Tuesday,0,0
2023-12-25,Iced Cappuccino,Ice,59,22,Monday,0,1
2023-09-17,Cookie,Chocolate Chips,276,18,Sunday,0,0
2023-08-28,Bagel,Flour,175,27,Monday,0,0
2023-08-04,Vegan Shake,Almond Milk,89,26,Friday,1,1
2023-09-27,Pineapple Delight Pastry,Flour,77,28,Wednesday,1,1
2023-09-29,Crunchy Frappe,Milk,136,24,Friday,1,1
2023-11-22,Elaichi Tea,Cardamom,168,21,Wednesday,0,1
2023-06-18,Espresso,Milk,83,21,Sunday,0,0
2023-01-24,Lemon Green Coffee,Coffee,141,25,Tuesday,1,1
2023-08-14,Tropical Iceberg,Coconut,139,34,Monday,1,0
2023-07-13,Red Eye,Espresso,110,16,Thursday,1,0
2023-09-15,Flat White,Espresso,223,38,Friday,1,1
2023-09-28,Red Eye,Espresso,220,40,Thursday,1,1
2023-08-18,Gourmet Belgian Hot Chocolate,Chocolate,299,38,Friday,0,0
2023-12-10,Lemon Green Coffee,Green Tea,70,35,Sunday,1,1
2023-05-12,Watermelon Mojito,Watermelon,107,35,Friday,0,1
2023-02-09,Iced Latte,Ice,164,21,Thursday,1,0
2023-09-12,Sandwich,Cheese,262,15,Tuesday,1,1
2023-09-20,Crunchy Frappe,Chocolate,289,24,Wednesday,1,0
2023-11-21,Tropical Iceberg,Coconut,227,22,Tuesday,0,0
2023-07-06,Gourmet Belgian Cold Chocolate,Milk,238,24,Thursday,1,0
2023-05-12,Watermelon Mojito,Ice,281,37,Friday,0,0
2023-08-14,Tropical Iceberg,Ice,208,19,Monday,1,1
2023-04-15,Hot Tea Latte,Milk,265,20,Saturday,1,1
2023-05-08,Popcorn,Corn,114,40,Monday,1,0
2023-08-01,Watermelon Mojito,Ice,88,34,Tuesday,1,0
2023-12-12,Sandwich,Bread,220,34,Tuesday,0,1
2023-12-24,Red Eye,Coffee,72,34,Sunday,0,0
2023-02-26,Tropical Iceberg,Ice,254,20,Sunday,0,1
2023-09-19,Cake,Eggs,116,26,Tuesday,0,0
2023-03-18,Granola Bar,Oats,257,15,Saturday,1,1
2023-09-08,Cake,Flour,92,17,Friday,1,1
2023-01-20,Watermelon Mojito,Watermelon,271,26,Friday,1,1
2023-11-29,Turmeric Ginger Cappuccino,Espresso,221,15,Wednesday,1,0
2023-02-28,Breve,Milk,233,38,Tuesday,0,1
2023-12-11,Donut,Eggs,266,30,Monday,0,1
2023-02-10,Classic Lemonade,Water,262,24,Friday,0,0
2023-10-17,Iced Latte,Ice,271,15,Tuesday,0,1
2023-12-19,Watermelon Granita,Watermelon,188,34,Tuesday,1,1
2023-01-10,Mousse,Eggs,101,32,Tuesday,0,1
2023-02-11,Black Eye,Coffee,228,25,Saturday,0,1
2023-07-28,Herbal Tea,Herbs,298,16,Friday,0,1
2023-11-06,Pasta,Pasta,146,34,Monday,1,1
2023-11-01,Cookie,Sugar,209,24,Wednesday,1,1
2023-12-24,Red Eye,Milk,294,17,Sunday,0,0
2023-05-28,Espresso,Milk,62,36,Sunday,0,0
2023-04-16,Crackling Brownie Pastry,Chocolate,247,26,Sunday,0,0
2023-05-18,Gourmet Belgian Cold Chocolate,Chocolate,106,32,Thursday,1,1
2023-12-01,Cocoa Fantasy Pastry,Flour,70,35,Friday,0,1
2023-07-04,Red Velvet Cake Shake,Red Velvet Cake,73,16,Tuesday,0,0
2023-09-01,Iced Mocha,Espresso,163,16,Friday,0,1
2023-02-13,Panini,Bread,191,36,Monday,1,1
2023-10-23,Muffin,Sugar,183,27,Monday,0,0
2023-01-05,Breve,Espresso,293,38,Thursday,0,1
2023-12-28,Donut,Flour,226,27,Thursday,1,1
2023-07-03,Dark Frappe,Ice,77,31,Monday,0,0
2023-01-15,Watermelon Granita,Ice,103,18,Sunday,0,1
2023-09-28,Red Eye,Coffee,159,30,Thursday,1,0
2023-10-27,Cupcake,Sugar,276,15,Friday,0,0
2023-12-24,Red Eye,Espresso,69,31,Sunday,1,1
2023-10-09,Flavoured Ice Cream,Sugar,243,35,Monday,0,0
2023-07-18,Black Eye,Coffee,220,23,Tuesday,0,1
2023-01-16,Iced Cappuccino,Espresso,122,21,Monday,0,1
2023-04-03,Iced Latte,Espresso,159,28,Monday,0,1
2023-11-18,Cake,Sugar,197,16,Saturday,1,0
2023-06-22,Breve,Cream,273,33,Thursday,1,1
2023-01-15,Watermelon Granita,Ice,103,18,Sunday,0,1
2023-06-22,Breve,Espresso,92,35,Thursday,0,0
