TransactionID,Items,TotalCost,UserID
3958,"Quiche, Green Tea, Chocolate Fantasy Cake Shake, Black Eye, Eclair, Tropical Iceberg, Soup",1500,8288
3959,"Vanilla Cappuccino, Danish, Hazelnut Brownie Cake Shake, Popcorn, Long Black, Lemon Cake Shake, Bagel, Macaron",1570,5193
3960,"Salad, Macaron",420,7054
3961,Muffin,120,8350
3962,"Eclair, Pudding, Gourmet Belgian Hot Chocolate, Baguette, Long Macchiato, Cupcake",1200,4230
3963,Chocolate Fantasy Cake Shake,270,5837
3964,"Granola Bar, Sandwich, Americano, Baguette, Brioche",900,5590
3965,"Watermelon Mojito, Vanilla Cappuccino, Hot Tea Latte",710,1232
3966,"Iced Latte, Vanilla Cappuccino, Macaron",710,8223
3967,"Alphonso Mango Frappe, Scone, Affogato, Granola Bar, Eclair",1010,3200
3968,"Gourmet Belgian Cold Chocolate, Gourmet Belgian Hot Chocolate, Granola Bar",820,4902
3969,"Flavoured Ice Cream, Black Eye, Iced Cappuccino",710,1776
3970,"Pizza, Iced Tea Latte, Watermelon Mojito, Gourmet Belgian Cold Chocolate",1170,8600
3971,Cappuccino,220,8051
3972,"Iced Cappuccino, Crackling Brownie Pastry, Watermelon Granita, Flavoured Ice Cream, Filter Coffee, Iced Latte, Cocoa Fantasy Pastry, Tacos",1750,9422
3973,"Tropical Iceberg, Hazelnut Brownie Cake Shake",520,3874
3974,Lemon Green Coffee,240,751
3975,"Turmeric Ginger Cappuccino, Vanilla Latte, Mousse, Cheesecake Shake, Chocolate Fantasy Cake Shake",1290,9438
3976,"Chocolate Fantasy Cake Shake, Pizza, Breve, Vanilla Cappuccino",1080,835
3977,"Cupcake, Tropical Iceberg, Ginger Tea",570,6862
3978,"Pineapple Delight Pastry, Burrito, Breve, Macaron, Sandwich, Iced Coffee, Macchiato, Donut",1680,9381
3979,"Dark Frappe, Cheesecake Shake, Brioche, Soup, Cappuccino, Cortado, Filter Coffee",1340,8007
3980,"Burrito, Granola Bar, Iced Mocha",760,9316
3981,"Long Black, Long Macchiato, Cocoa Fantasy Pastry, Lemon Green Coffee",840,4524
3982,"Espresso, Mousse, Popcorn, Red Velvet Cake Shake, Ginger Tea, Long Black, Elaichi Tea",1270,9099
3983,"Espresso, Vienna, Tacos, Iced Cappuccino, Baguette, Flavoured Ice Cream",1320,3984
3984,Tacos,250,5767
3985,"Cupcake, Masala Tea, Herbal Tea, Donut, Green Tea, Pasta, Danish, Americano",1440,4586
3986,"Peach Iced Tea, Lemon Cake Shake, Pizza",830,2170
3987,"Hazelnut Brownie Cake Shake, Cappuccino, Donut, Lemon Green Coffee, Ginger Tea, Breve, Peach Iced Tea",1470,3608
3988,"Cocoa Fantasy Pastry, Cupcake, Flat White, Baguette, Vanilla Latte",980,8233
3989,Pizza,350,1569
3990,"Black Eye, Red Velvet Cake Shake, Dark Frappe, Macchiato, Flat White",1150,8841
3991,"Brioche, Salad, Cortado, Pineapple Delight Pastry, Granola Bar, Flat White, Baguette, Pizza",1660,809
3992,"Burrito, Gourmet Belgian Hot Chocolate, Flavoured Ice Cream, Breve",1090,163
3993,"Watermelon Granita, Pineapple Delight Pastry, Scone, Ginger Tea",720,843
3994,Earl Grey Orange Tea,200,106
3995,"Americano, Red Eye, Pizza",710,6900
3996,"Iced Coffee, Black Eye, Breve, Cappuccino, Affogato, Salad, Vienna, Green Tea",1720,1109
3997,"Long Black, Eclair, Cake, Flavoured Ice Cream",850,6094
3998,"Donut, Affogato, Vanilla Cappuccino, Muffin, Red Eye, Vanilla Latte",1150,3381
3999,"Long Black, Americano, Gourmet Belgian Cold Chocolate, Tropical Iceberg, Watermelon Granita, Cheesecake Shake",1430,3438
4000,"Brioche, Cheesecake Shake, Cocoa Fantasy Pastry, Tropical Iceberg",830,9270
4001,"Cocoa Fantasy Pastry, Black Eye, Long Macchiato",580,8883
4002,"Popcorn, Long Macchiato",300,3176
4003,"Flat White, Espresso, Crunchy Frappe, Cheesecake Shake, Pizza",1250,5764
4004,"Muffin, Tacos, Eclair, Ginger Tea, Herbal Tea, Quiche, Red Velvet Cake Shake, Alphonso Mango Frappe",1770,4195
4005,"Vanilla Latte, Cappuccino",490,6604
4006,"Ginger Tea, Watermelon Granita, Brownie, Breve, Peach Iced Tea, Pudding",1180,4361
4007,"Hot Velvet Coffee, Hot Tea Latte, Iced Coffee, Mousse, Cheesecake Shake",1160,7527
4008,"Espresso, Danish, Quiche",620,5351
4009,"Dark Frappe, Scone, Alphonso Mango Frappe, Crackling Brownie Pastry",870,8679
4010,"Lemon Green Coffee, Flavoured Ice Cream, Iced Cappuccino, Vanilla Cappuccino, Gourmet Belgian Cold Chocolate",1330,2797
4011,"Elaichi Tea, Iced Mocha, Popcorn, Espresso, Chocolate Fantasy Cake Shake, Pizza, Cupcake, Watermelon Granita",1680,4653
4012,"Flat White, Cupcake, Elaichi Tea, Panini, Americano",1020,594
4013,"Panini, Flat White, Lemon Cake Shake, Vienna, Gourmet Belgian Hot Chocolate, Cutlet, Red Eye",1650,1915
4014,"Cafe Latte, Green Tea, Donut, Crunchy Frappe, Sandwich, Macchiato, Tropical Iceberg",1450,2523
4015,"Green Tea, Breve, Hot Velvet Coffee",650,9430
4016,"Cortado, Herbal Tea, Cheesecake Shake, Granola Bar, Macchiato, Croissant, Iced Mocha",1410,4951
4017,"Muffin, Masala Tea, Cupcake",450,3455
4018,"Long Black, Flat White",430,5773
4019,"Gourmet Belgian Hot Chocolate, Brownie, Cappuccino, Classic Lemonade, Turmeric Ginger Cappuccino, Granola Bar",1300,2101
4020,"Long Macchiato, Gourmet Belgian Cold Chocolate, Brioche, Hot Tea Latte, Burrito, Quiche",1500,5768
4021,"Granola Bar, Salad, Muffin, Watermelon Mojito",770,4379
4022,Flat White,230,7486
4023,"Bagel, Peach Iced Tea, Iced Mocha, Crunchy Frappe, Gourmet Belgian Cold Chocolate, Granola Bar",1410,5213
4024,"Eclair, Breve, Lemon Cake Shake",650,9417
4025,"Baguette, Flat White, Iced Mocha, Vanilla Latte, Sandwich, Granola Bar",1360,8061
4026,"Espresso, Herbal Tea, Quiche, Cake, Filter Coffee",950,737
4027,"Black Eye, Iced Mocha, Baguette, Cafe Latte",840,3766
4028,"Americano, Hot Velvet Coffee, Cookie, Iced Coffee, Peach Iced Tea, Cake, Lemon Cake Shake, Iced Mocha",1750,6822
4029,"Earl Grey Orange Tea, Green Tea, Muffin, Red Velvet Cake Shake",780,6061
4030,"Pudding, Flat White",410,9601
4031,"Sandwich, Long Macchiato, Peach Iced Tea, Hot Velvet Coffee, Macchiato, Affogato, Iced Mocha",1670,8945
4032,"Cocoa Fantasy Pastry, Cookie, Brioche, Gourmet Belgian Hot Chocolate, Granola Bar",940,9927
4033,"Elaichi Tea, Cocoa Fantasy Pastry, Black Eye, Popcorn, Cappuccino, Lemon Green Coffee, Red Eye, Vanilla Latte",1530,8896
4034,"Pudding, Flat White, Macaron, Affogato",850,1730
4035,"Lemon Cake Shake, Bagel, Herbal Tea, Iced Cappuccino, Baguette",1010,429
4036,"Herbal Tea, Dark Frappe, Crackling Brownie Pastry, Sandwich, Ginger Tea, Tacos, Croissant",1420,6113
4037,"Quiche, Flavoured Ice Cream, Breve, Hazelnut Brownie Cake Shake, Watermelon Granita, Cocoa Fantasy Pastry",1450,2708
4038,"Gourmet Belgian Cold Chocolate, Cortado, Green Tea, Iced Mocha",980,3668
4039,"Granola Bar, Cappuccino, Brioche, Panini, Long Macchiato, Pudding, Salad",1440,6461
4040,"Croissant, Dark Frappe, Panini, Cheesecake Shake, Cocoa Fantasy Pastry",1090,4465
4041,"Brioche, Tacos, Cappuccino",610,1430
4042,"Burrito, Hot Tea Latte, Elaichi Tea, Sandwich",950,4067
4043,"Muffin, Breve",340,3871
4044,"Popcorn, Cutlet, Peach Iced Tea, Ginger Tea, Flavoured Ice Cream, Masala Tea, Hazelnut Brownie Cake Shake, Alphonso Mango Frappe",1630,6295
4045,"Gourmet Belgian Hot Chocolate, Cafe Latte, Hazelnut Brownie Cake Shake, Brioche, Ginger Tea, Flat White",1380,5850
4046,"Pineapple Delight Pastry, Macaron, Cappuccino, Donut, Turmeric Ginger Cappuccino",990,7101
4047,"Cake, Pudding, Hot Velvet Coffee, Salad, Macaron, Espresso, Gourmet Belgian Hot Chocolate",1540,6796
4048,"Croissant, Scone, Cookie, Ginger Tea, Cake, Chocolate Fantasy Cake Shake, Cupcake",1170,2270
4049,Gourmet Belgian Hot Chocolate,320,2471
4050,"Watermelon Granita, Gourmet Belgian Cold Chocolate, Cupcake, Lemon Cake Shake, Sandwich",1190,3856
4051,"Gourmet Belgian Hot Chocolate, Danish, Classic Lemonade, Donut, Breve, Hot Tea Latte, Espresso, Brownie",1480,7575
4052,"Salad, Iced Coffee, Iced Latte, Vegan Shake, Brownie, Baguette, Flavoured Ice Cream, Herbal Tea",1690,7378
4053,"Pasta, Alphonso Mango Frappe, Flat White",810,6594
4054,Cafe Latte,230,2881
4055,"Breve, Cafe Latte, Watermelon Mojito",700,6138
4056,"Eclair, Macaron, Dark Frappe, Cheesecake Shake, Espresso, Iced Cappuccino, Soup, Cookie",1610,4444
4057,"Popcorn, Gourmet Belgian Hot Chocolate, Americano, Iced Coffee",800,6543
4058,"Peach Iced Tea, Gourmet Belgian Cold Chocolate, Brownie, Espresso",850,6681
4059,"Filter Coffee, Pasta",400,6630
4060,"Cheesecake Shake, Filter Coffee, Burrito",670,6440
4061,"Granola Bar, Lemon Cake Shake, Green Tea, Espresso, Crackling Brownie Pastry, Soup, Red Velvet Cake Shake",1390,3384
4062,Macchiato,200,9953
4063,"Herbal Tea, Watermelon Granita, Brioche, Bagel, Long Macchiato, Croissant, Red Velvet Cake Shake",1290,7864
4064,"Lemon Green Coffee, Espresso, Burrito, Sandwich, Pasta",1240,8991
4065,"Watermelon Granita, Flat White",450,8237
4066,"Black Eye, Cocoa Fantasy Pastry",360,2920
4067,"Iced Cappuccino, Breve, Hazelnut Brownie Cake Shake, Bagel, Vanilla Cappuccino, Quiche, Herbal Tea",1650,5291
4068,"Croissant, Lemon Cake Shake, Iced Coffee, Hot Velvet Coffee, Long Macchiato, Espresso, Tropical Iceberg, Filter Coffee",1530,7583
4069,"Classic Lemonade, Lemon Green Coffee, Gourmet Belgian Cold Chocolate",710,806
4070,"Iced Coffee, Tropical Iceberg, Hazelnut Brownie Cake Shake, Cafe Latte, Soup, Hot Tea Latte",1340,6433
4071,"Burrito, Iced Coffee, Gourmet Belgian Cold Chocolate, Pasta, Red Eye, Iced Mocha, Masala Tea, Chocolate Fantasy Cake Shake",2050,2137
4072,"Bagel, Croissant, Green Tea, Chocolate Fantasy Cake Shake, Tropical Iceberg",940,8138
4073,"Muffin, Americano",300,7074
4074,"Bagel, Pineapple Delight Pastry",340,9045
4075,"Watermelon Granita, Mousse",420,4862
4076,Iced Cappuccino,280,2112
4077,"Cortado, Cappuccino, Cutlet, Crunchy Frappe, Tropical Iceberg, Iced Coffee",1280,7536
4078,Iced Latte,270,7702
4079,"Mousse, Crackling Brownie Pastry, Gourmet Belgian Hot Chocolate, Crunchy Frappe, Cafe Latte, Soup, Iced Coffee",1570,3116
4080,"Crackling Brownie Pastry, Ginger Tea",380,8754
4081,"Brioche, Ginger Tea, Flat White, Iced Cappuccino, Soup, Iced Tea Latte, Cocoa Fantasy Pastry, Panini",1690,2883
4082,"Brownie, Granola Bar, Danish",500,6467
4083,"Breve, Cortado, Pizza, Earl Grey Orange Tea, Baguette, Tacos, Gourmet Belgian Hot Chocolate",1690,5336
4084,"Peach Iced Tea, Red Velvet Cake Shake, Flavoured Ice Cream, Donut",860,2199
4085,"Herbal Tea, Elaichi Tea, Dark Frappe, Long Macchiato",840,1235
4086,"Lemon Green Coffee, Earl Grey Orange Tea, Long Macchiato, Iced Coffee, Flat White, Cafe Latte",1340,6587
4087,"Tacos, Brioche, Cake, Peach Iced Tea",840,1699
4088,"Earl Grey Orange Tea, Red Velvet Cake Shake, Chocolate Fantasy Cake Shake",750,8176
4089,Black Eye,180,9887
4090,"Cookie, Iced Tea Latte, Lemon Cake Shake, Pudding, Mousse, Cutlet",1150,9986
4091,"Cupcake, Soup, Pineapple Delight Pastry, Affogato, Hot Velvet Coffee, Cutlet, Vegan Shake, Americano",1560,4147
4092,"Croissant, Quiche",400,9632
4093,"Mousse, Watermelon Granita, Classic Lemonade, Earl Grey Orange Tea, Iced Cappuccino, Salad, Green Tea, Cocoa Fantasy Pastry",1630,2072
4094,"Vienna, Espresso, Scone",520,1229
4095,"Bagel, Red Eye, Americano",510,4041
4096,"Popcorn, Long Black, Dark Frappe, Hot Tea Latte",760,188
4097,"Vanilla Latte, Cutlet, Flavoured Ice Cream, Baguette, Hot Tea Latte",1040,7593
4098,"Pineapple Delight Pastry, Baguette, Flavoured Ice Cream",590,8785
4099,"Vegan Shake, Gourmet Belgian Cold Chocolate, Black Eye, Long Macchiato, Flavoured Ice Cream, Bagel",1370,675
4100,"Watermelon Granita, Alphonso Mango Frappe, Brownie, Ginger Tea, Cookie, Chocolate Fantasy Cake Shake, Iced Mocha, Donut",1600,252
4101,Espresso,150,6252
4102,"Sandwich, Crunchy Frappe, Flat White, Cake, Hot Tea Latte",1170,7426
4103,"Long Macchiato, Tropical Iceberg, Watermelon Mojito, Baguette, Iced Cappuccino, Popcorn, Cheesecake Shake",1490,5004
4104,"Hot Tea Latte, Vienna, Green Tea, Scone, Dark Frappe, Cheesecake Shake, Granola Bar, Cappuccino",1700,2831
4105,"Brioche, Pudding, Cortado, Hazelnut Brownie Cake Shake, Quiche, Chocolate Fantasy Cake Shake, Long Macchiato",1590,2497
4106,"Cafe Latte, Crackling Brownie Pastry, Baguette, Iced Cappuccino",860,3918
4107,"Green Tea, Chocolate Fantasy Cake Shake",450,2888
4108,"Breve, Cutlet, Pineapple Delight Pastry, Salad, Pizza, Elaichi Tea, Gourmet Belgian Cold Chocolate, Tacos",1880,8977
4109,"Danish, Vanilla Latte, Hazelnut Brownie Cake Shake, Cocoa Fantasy Pastry, Cortado, Vegan Shake, Red Velvet Cake Shake, Burrito",1930,3746
4110,"Croissant, Macchiato, Cookie, Earl Grey Orange Tea",620,1473
4111,"Classic Lemonade, Crackling Brownie Pastry, Long Macchiato, Gourmet Belgian Cold Chocolate",890,676
4112,"Long Macchiato, Iced Coffee, Cake, Vegan Shake, Bagel",1060,9506
4113,"Watermelon Granita, Iced Tea Latte, Bagel, Vienna, Chocolate Fantasy Cake Shake, Muffin, Salad, Danish",1640,8002
4114,"Vegan Shake, Iced Tea Latte, Granola Bar",680,909
4115,"Vienna, Cafe Latte, Panini, Tropical Iceberg, Masala Tea",1170,3970
4116,"Breve, Cake, Cupcake, Lemon Cake Shake, Donut, Red Velvet Cake Shake",1220,8443
4117,"Filter Coffee, Crunchy Frappe, Pineapple Delight Pastry, Cookie, Brownie",810,9985
4118,"Lemon Cake Shake, Croissant",350,330
4119,Turmeric Ginger Cappuccino,280,4663
4120,"Dark Frappe, Hazelnut Brownie Cake Shake, Cupcake, Panini",970,102
4121,"Iced Cappuccino, Flat White, Hot Tea Latte",730,6035
4122,"Popcorn, Earl Grey Orange Tea, Chocolate Fantasy Cake Shake, Pineapple Delight Pastry, Cheesecake Shake, Baguette",1160,7764
4123,"Granola Bar, Classic Lemonade, Crunchy Frappe, Mousse, Iced Cappuccino",1060,5938
4124,Iced Cappuccino,280,9367
4125,"Crunchy Frappe, Cortado, Long Macchiato, Watermelon Granita, Donut, Hazelnut Brownie Cake Shake",1270,36
4126,"Herbal Tea, Espresso, Macchiato",530,1448
4127,"Lemon Green Coffee, Vanilla Latte, Cake, Pizza",1080,8702
4128,"Pasta, Cutlet, Masala Tea, Pudding, Pineapple Delight Pastry, Eclair, Lemon Green Coffee",1420,5325
4129,"Gourmet Belgian Cold Chocolate, Elaichi Tea",500,3401
4130,"Brownie, Quiche, Gourmet Belgian Cold Chocolate, Iced Cappuccino, Cocoa Fantasy Pastry, Popcorn",1310,9093
4131,Pizza,350,5305
4132,"Soup, Cortado, Burrito, Elaichi Tea, Espresso, Alphonso Mango Frappe, Tacos, Hot Tea Latte",1730,3110
4133,"Mousse, Gourmet Belgian Cold Chocolate, Flat White, Muffin",870,8690
4134,"Turmeric Ginger Cappuccino, Ginger Tea, Donut, Tropical Iceberg, Muffin, Flat White, Cheesecake Shake, Sandwich",1670,2812
4135,"Iced Cappuccino, Iced Latte",550,4756
4136,"Iced Tea Latte, Crackling Brownie Pastry",450,4989
4137,"Iced Cappuccino, Burrito, Long Macchiato, Mousse, Turmeric Ginger Cappuccino, Danish",1450,9205
4138,"Iced Cappuccino, Affogato, Vegan Shake, Iced Tea Latte, Lemon Cake Shake",1270,5660
4139,"Eclair, Lemon Green Coffee, Cortado, Long Black, Soup, Cheesecake Shake, Quiche, Brioche",1680,5517
4140,"Breve, Affogato, Cupcake, Vanilla Cappuccino, Crunchy Frappe, Pasta",1400,348
4141,"Lemon Green Coffee, Vanilla Latte, Earl Grey Orange Tea, Watermelon Granita",930,7891
4142,"Flavoured Ice Cream, Americano, Vanilla Latte, Hazelnut Brownie Cake Shake, Cupcake, Classic Lemonade",1280,1879
4143,"Turmeric Ginger Cappuccino, Alphonso Mango Frappe, Brioche, Macaron, Vienna, Scone, Burrito",1570,4928
4144,"Cookie, Hot Velvet Coffee",370,8843
4145,"Flat White, Americano, Pizza, Sandwich",1010,3414
4146,"Crackling Brownie Pastry, Muffin, Vanilla Latte, Granola Bar, Crunchy Frappe",1020,2085
4147,"Scone, Hazelnut Brownie Cake Shake, Long Macchiato, Chocolate Fantasy Cake Shake, Peach Iced Tea, Iced Tea Latte, Iced Coffee, Cheesecake Shake",1870,5240
4148,"Green Tea, Peach Iced Tea",410,2520
4149,Watermelon Granita,220,1959
4150,Dark Frappe,260,9438
4151,"Sandwich, Croissant, Macaron, Green Tea, Red Velvet Cake Shake",1010,619
4152,"Watermelon Granita, Hazelnut Brownie Cake Shake, Cake, Masala Tea, Affogato, Crackling Brownie Pastry, Quiche",1640,5341
4153,"Mousse, Pasta, Classic Lemonade",650,9851
4154,"Granola Bar, Cappuccino, Earl Grey Orange Tea, Cheesecake Shake",870,3699
4155,"Watermelon Granita, Salad, Brownie, Cocoa Fantasy Pastry, Mousse",970,4796
4156,"Filter Coffee, Iced Mocha, Vienna, Gourmet Belgian Hot Chocolate",940,4684
4157,Scone,130,8288
4158,"Hot Velvet Coffee, Macaron, Granola Bar, Salad, Long Macchiato, Vegan Shake, Pizza",1670,3358
4159,"Hot Velvet Coffee, Cake, Tacos, Iced Latte",990,2634
4160,Hazelnut Brownie Cake Shake,280,1506
4161,"Baguette, Flat White",380,3235
4162,"Affogato, Vanilla Cappuccino, Gourmet Belgian Hot Chocolate, Peach Iced Tea",1030,6665
4163,"Vanilla Cappuccino, Popcorn, Iced Mocha, Granola Bar, Crunchy Frappe, Watermelon Mojito, Earl Grey Orange Tea",1480,1524
4164,"Green Tea, Hazelnut Brownie Cake Shake",460,5922
4165,"Cupcake, Hot Velvet Coffee, Gourmet Belgian Hot Chocolate, Donut, Hazelnut Brownie Cake Shake, Red Velvet Cake Shake, Black Eye",1560,815
4166,"Filter Coffee, Tacos, Breve, Herbal Tea, Brioche",890,1027
4167,"Iced Tea Latte, Brioche",390,4328
4168,"Lemon Green Coffee, Popcorn, Bagel, Cafe Latte, Red Velvet Cake Shake",980,8062
4169,"Brioche, Gourmet Belgian Cold Chocolate, Vegan Shake",710,5671
4170,"Burrito, Crackling Brownie Pastry, Black Eye",680,764
4171,"Cake, Pudding, Iced Mocha, Brioche, Hazelnut Brownie Cake Shake, Macchiato, Danish",1470,5111
4172,"Popcorn, Affogato",320,7618
4173,"Croissant, Brioche, Danish, Popcorn, Vanilla Cappuccino, Long Macchiato",950,8552
4174,"Macchiato, Flat White, Flavoured Ice Cream, Donut",780,5647
4175,"Lemon Green Coffee, Quiche, Watermelon Mojito, Pineapple Delight Pastry",980,4484
4176,"Scone, Cookie, Iced Cappuccino, Turmeric Ginger Cappuccino, Muffin, Quiche, Black Eye",1410,1796
4177,"Donut, Red Velvet Cake Shake, Bagel, Macchiato, Peach Iced Tea, Soup",1110,511
4178,"Bagel, Iced Latte, Cafe Latte, Green Tea",830,1799
4179,"Hot Tea Latte, Long Macchiato, Tacos",690,4696
4180,"Hot Tea Latte, Earl Grey Orange Tea, Hazelnut Brownie Cake Shake",700,2645
4181,"Tacos, Crunchy Frappe, Espresso, Popcorn",730,3970
4182,"Lemon Cake Shake, Iced Tea Latte, Classic Lemonade, Vegan Shake",900,7979
4183,"Brioche, Hot Tea Latte, Salad",580,3645
4184,"Herbal Tea, Cookie",300,2897
4185,"Watermelon Mojito, Herbal Tea, Pizza, Scone, Chocolate Fantasy Cake Shake",1180,8854
4186,Soup,150,7432
4187,"Vanilla Cappuccino, Elaichi Tea, Black Eye, Tropical Iceberg",840,9490
4188,"Cupcake, Muffin, Red Eye, Espresso, Granola Bar, Cortado, Filter Coffee",1080,6591
4189,"Crunchy Frappe, Flat White, Americano",660,8944
4190,"Red Velvet Cake Shake, Peach Iced Tea, Long Macchiato, Chocolate Fantasy Cake Shake, Classic Lemonade, Macaron, Crunchy Frappe",1600,6979
4191,"Donut, Flat White, Salad, Vegan Shake, Watermelon Granita, Crunchy Frappe, Crackling Brownie Pastry",1470,4128
4192,"Gourmet Belgian Cold Chocolate, Cheesecake Shake, Black Eye, Espresso, Cocoa Fantasy Pastry, Scone, Vienna",1470,8412
4193,"Hot Velvet Coffee, Eclair, Pasta",730,5158
4194,"Breve, Cookie",340,5609
4195,"Black Eye, Baguette, Danish, Filter Coffee, Lemon Green Coffee",840,1518
4196,"Turmeric Ginger Cappuccino, Masala Tea, Crunchy Frappe, Breve, Cookie, Sandwich",1300,5797
4197,"Macchiato, Filter Coffee, Iced Tea Latte, Gourmet Belgian Cold Chocolate, Herbal Tea, Long Macchiato",1270,3617
4198,"Alphonso Mango Frappe, Americano, Watermelon Mojito, Iced Latte",980,1208
4199,Salad,220,6260
4200,"Crackling Brownie Pastry, Iced Coffee, Vegan Shake",670,9396
4201,"Iced Latte, Quiche, Gourmet Belgian Cold Chocolate",890,8442
4202,"Filter Coffee, Cupcake, Granola Bar, Lemon Green Coffee, Lemon Cake Shake",920,8891
4203,"Masala Tea, Burrito",480,122
4204,"Tacos, Affogato, Filter Coffee",590,806
4205,"Popcorn, Pizza, Watermelon Mojito, Crunchy Frappe, Cookie",1050,7
4206,"Black Eye, Vanilla Latte, Alphonso Mango Frappe, Filter Coffee, Danish, Elaichi Tea, Tropical Iceberg",1420,7357
4207,Croissant,100,7191
4208,"Cookie, Cappuccino, Americano",520,6548
4209,Cappuccino,220,8991
4210,"Eclair, Black Eye, Pudding, Baguette, Croissant, Iced Coffee, Crunchy Frappe, Panini",1540,6796
4211,"Brioche, Vienna, Gourmet Belgian Hot Chocolate, Red Velvet Cake Shake, Cookie",1100,4885
4212,"Croissant, Popcorn, Iced Tea Latte, Cookie, Americano, Macchiato, Peach Iced Tea",1160,6270
4213,"Cutlet, Pasta",450,928
4214,"Turmeric Ginger Cappuccino, Affogato, Burrito, Macaron, Pineapple Delight Pastry, Pasta",1510,5867
4215,Espresso,150,6030
4216,"Breve, Gourmet Belgian Cold Chocolate, Eclair, Alphonso Mango Frappe, Donut, Popcorn, Cake",1400,4181
4217,"Herbal Tea, Flat White, Cutlet, Hot Velvet Coffee",810,5263
4218,"Pudding, Vienna, Macchiato, Tacos, Vegan Shake, Donut",1220,7241
4219,"Cheesecake Shake, Green Tea, Panini, Cocoa Fantasy Pastry, Watermelon Granita, Sandwich",1380,750
4220,"Quiche, Long Macchiato",520,7962
4221,"Classic Lemonade, Cutlet, Vienna, Green Tea, Cocoa Fantasy Pastry, Earl Grey Orange Tea, Pineapple Delight Pastry, Black Eye",1470,2530
4222,"Long Macchiato, Sandwich, Lemon Green Coffee, Long Black",910,7252
4223,"Pineapple Delight Pastry, Americano, Pizza, Hot Velvet Coffee",970,1514
4224,"Ginger Tea, Breve, Macchiato, Vienna, Iced Latte, Lemon Cake Shake, Bagel, Soup",1660,3359
4225,"Donut, Iced Mocha",380,2773
4226,"Popcorn, Bagel",230,3487
4227,"Turmeric Ginger Cappuccino, Affogato",520,5891
4228,Gourmet Belgian Hot Chocolate,320,7642
4229,"Vanilla Latte, Earl Grey Orange Tea, Cappuccino",690,7328
4230,"Red Velvet Cake Shake, Popcorn, Cappuccino, Breve, Hot Tea Latte",1020,2679
4231,"Donut, Affogato, Panini, Flavoured Ice Cream, Brownie",1020,3121
4232,Black Eye,180,1737
4233,"Croissant, Salad, Iced Tea Latte",570,3353
4234,"Espresso, Flat White, Vanilla Cappuccino, Pasta, Lemon Cake Shake, Iced Mocha",1450,5743
4235,"Pudding, Iced Coffee, Watermelon Granita, Long Black",820,4127
4236,Hot Tea Latte,220,1826
4237,"Scone, Elaichi Tea, Classic Lemonade",460,915
4238,"Masala Tea, Chocolate Fantasy Cake Shake",450,9287
4239,"Americano, Vegan Shake, Black Eye, Salad",830,9157
4240,"Filter Coffee, Elaichi Tea, Flat White, Gourmet Belgian Hot Chocolate, Mousse, Pasta",1330,2153
4241,"Baguette, Sandwich, Iced Latte, Iced Cappuccino, Crunchy Frappe, Tropical Iceberg, Salad",1660,750
4242,"Cheesecake Shake, Croissant, Cupcake, Peach Iced Tea, Brownie",900,2754
4243,Breve,220,9929
4244,"Hazelnut Brownie Cake Shake, Lemon Green Coffee, Red Velvet Cake Shake, Alphonso Mango Frappe, Iced Coffee, Popcorn",1380,6579
4245,"Watermelon Mojito, Quiche, Red Eye, Dark Frappe",990,8532
4246,"Watermelon Mojito, Macchiato, Pineapple Delight Pastry",640,3661
4247,"Macchiato, Popcorn, Chocolate Fantasy Cake Shake",550,6038
4248,"Affogato, Brioche, Herbal Tea, Crunchy Frappe, Popcorn, Alphonso Mango Frappe",1170,8498
4249,"Long Macchiato, Crunchy Frappe, Affogato, Sandwich, Red Eye",1140,1848
4250,"Pizza, Iced Mocha, Peach Iced Tea, Hazelnut Brownie Cake Shake, Filter Coffee",1240,1846
4251,"Scone, Soup, Sandwich, Iced Cappuccino",810,3203
4252,"Elaichi Tea, Turmeric Ginger Cappuccino, Cafe Latte, Flat White, Herbal Tea, Quiche, Peach Iced Tea",1630,2790
4253,"Masala Tea, Cheesecake Shake, Gourmet Belgian Hot Chocolate, Iced Cappuccino",1050,7912
4254,"Cookie, Cafe Latte, Burrito, Granola Bar, Red Eye, Lemon Cake Shake, Chocolate Fantasy Cake Shake, Hot Tea Latte",1750,9221
4255,"Alphonso Mango Frappe, Hot Velvet Coffee, Cortado",730,9551
4256,"Popcorn, Cake, Burrito, Cortado, Vegan Shake, Watermelon Granita",1270,5640
4257,"Affogato, Hot Velvet Coffee, Sandwich, Vienna, Burrito, Macchiato",1480,7491
4258,"Earl Grey Orange Tea, Cappuccino",420,5792
4259,"Americano, Baguette, Cocoa Fantasy Pastry, Cheesecake Shake, Cafe Latte, Crackling Brownie Pastry, Breve, Herbal Tea",1610,9138
4260,Hot Tea Latte,220,6680
4261,Pudding,180,9057
4262,"Panini, Soup, Turmeric Ginger Cappuccino, Hot Velvet Coffee, Vienna, Long Macchiato",1420,403
4263,"Vegan Shake, Cutlet, Croissant, Macchiato",700,8594
4264,"Long Black, Alphonso Mango Frappe, Pasta, Cappuccino, Iced Coffee",1220,9772
4265,"Baguette, Flat White, Muffin, Filter Coffee, Cutlet, Sandwich",1000,3256
4266,"Donut, Sandwich, Danish, Espresso, Watermelon Granita, Salad, Hot Velvet Coffee, Iced Coffee",1580,9326
4267,"Ginger Tea, Peach Iced Tea, Donut, Soup, Brownie, Hot Velvet Coffee",1060,9237
